ID,Reviews,Sentiment
4989,উৎকৃষ্ট নাটক আৰিয়ান ভাই শ্ৰেষ্ঠ,positive
4990,প্ৰাৰ্থনা হৈছে এক পৰিষ্কাৰ জীৱনৰ প্ৰতিচ্ছবি সুন্দৰ উপস্থাপন,positive
4991,ভালকৈ শেষ নহল,negative
4992,এয়াই হল নাটকৰ নামটোৰ কলক,negative
4993,বহুত বহুত ধন্যবাদ ভাই মোক ইমান ধুনীয়া নাটক দিয়াৰ বাবে,positive
4994,"নিশো ভাই আৰু মেহজাবিয়েন, মিজানুৰ ৰহমান আৰিয়ান, ২০১৯ চনৰ শ্ৰেষ্ঠ টেলিফিল্ম, নিশো ভাইয়ে তেওৰ চৰিত্ৰটো অকন কৰিছে, মই আপোনাক প্ৰত্যাহ্বান জনাব পাৰো যে আন কোনেও এইটো কৰিব নোৱাৰে, আপুনি পাৰিলেও ই ইমান ধুনীয়া নহব, লাভইউ নিশো ভাই",positive
4995,অৰ্থহীন নাটক সকলো লৰাছোৱালীয়ে এই নাটকবোৰ চায়,negative
4996,ভাল লাগিছে মোৰ প্ৰিয় নায়ক আৰফান নিশু. ভাতৃ আপুনি যিমানেই ধুনীয়া সিমানেই আপোনাৰ নাটকীয়,positive
4997,"মই নাটকখনত কিয় নতুন কিবা বিচাৰি নাপালো, এইবোৰ পুৰণি নাটক বা চিনেমাৰ প্ৰতিলিপিৰ বাহিৰে আন একো নহয়. আমি ইমান ডাঙৰ অভিনেতাৰ পৰা কিবা এটা নতুন পাব বুলি আশা কৰো, কিন্তু আমি হতাশ হও",negative
4998,"মই নাটকখন বেলেগকৈ ভাল পাইছিলো,",positive
4999,ই কোনো নাটক বা নাটক নহয়,negative
5000,নাটকখন আচৰিত ধৰণৰ,positive
5001,উত্তম হয়তো এদিন মইও এনেদৰে জিকিম,positive
5002,মই বহুদিনৰ পিছত এটা ভাল অনুষ্ঠান চাইছিলো তাৰ পিছত বুকু বা কাষত,positive
5003,সুন্দৰ বাৰ্তা,positive
5004,এনেধৰণৰ নাটক এখন নিৰ্মাণ কৰাটো দুখৰ কথা বস্তা পচা মনোৰঞ্জন,negative
5005,মই নাজানো যে মই এখন নাটক বা ধেমেলীয়া ভিডিঅ চাইছিলো,negative
5006,২০১৯ চনৰ ঈদউলফিতৰৰ সময়ত আপলোড কৰা নাটকসমূহ অত্যন্ত অনাকৰ্ষণীয়,negative
5007,ছোৱালীয়ে 13 মিনিটত পোছাক পৰিধান কৰে,negative
5008,সাধাৰণপুৰণি কাহিনী মই এইটো বৰ ভাল পোৱা নাছিলো ৰেইটি 25,negative
5009,মেহজাবিয়েনক দেখিবলৈ বৰ ধুনীয়া লাগিছে,positive
5010,বৰ হঠাতে যেন নাটকখনৰ অন্ত পৰিল ৩৪ মিনিট আগৰ কথা ভাল আছিল,positive
5011,মই এইটো বৰ ভাল নাপাও এইখন এখন বঙালী নাটক যেন লগা নাছিল ই বিদেশী যেন অনুভৱ কৰিছিল মই এইটো আশা কৰা নাছিলো,negative
5012,"আকৌ এবাৰ, এই নাটকখনে বুকু বা পক্ষৰ দৰে পুৰস্কাৰ লাভ কৰিব",positive
5013,মই বুজি নাপাও কেনেকৈ অপূৰ্বই ইমান ভাল নাটক কৰিব পাৰে আই লাভ ইউ,positive
5014,"5 মিনিটৰ কাহিনী এটা 1 ঘণ্টা 13 মিনিট দৈৰ্ঘ্যৰ কৰিবলৈ সময় অপচয় হয় এক গগল সী, তেও ২০১৯ চনৰ শ্ৰেষ্ঠ নাটক বা এই নাটকখন লিখিছিল মই প্ৰযোজকসকলক কব বিচাৰো যে কেৱল তেওলোকৰ দৰে সস্তীয়া মানুহৰ বাবেহে নাটক নিৰ্মাণ কৰিলে কেতিয়াও কালজয়ী হোৱাটো সম্ভৱ নহয় আমাৰ প্ৰযোজকসকলে ৮০৯০ৰ দশকৰ নাটক আৰু টেলিফিল্মৰ পৰা শিকিব লাগে চিত্ৰনাট্যৰে লৰালৰিকৈ নাটক কৰি দৰ্শন বৃদ্ধি কৰাৰ উদ্দেশ্য হলে এই নাওখন বেছি দূৰ নাযাব",negative
5015,পৰিচালকজনৰ বিকৃত ৰুচি ভালদৰে উন্মোচিত হৈছে ই এক সম্পূৰ্ণ গোট,negative
5016,"পৃষ্ঠভূমিৰ সগীতৰ কাৰণে, আপুনি শব্দবোৰ শুনিব নোৱাৰে! তাৰ পিছত তেও কলে কিছুমান আদা ষাড় ভাল, আশ্চৰ্যকৰ, মহান বাষ্টাৰ্ড!",negative
5017,সুখী সমাপ্তি প্ৰেম এনেকুৱাই হব লাগে,positive
5018,এইখন এখন সুন্দৰ নাটক ধন্যবাদ আৰু ভাইটি,positive
5019,এটা মূৰ্খ নাটক,negative
5020,"যেতিয়া আপুনি এই বেয়াজনকজনৰ নগ্নতা দেখে, আপুনি বেয়া মেজাজত পৰে,",negative
5021,ই এক অতি সুন্দৰ নাটো,positive
5022,অসাধাৰণ নাটক আফ্ৰাণ নিশো ভাই আৰু তিশা আচৰিত যুটি দুয়োৰে প্ৰদৰ্শন সৰ্বোত্তম নিশো আৰু তিশা মোৰ ক্ৰাছনীলা পোছাক পিন্ধি তিশাক ধুনীয়া দেখা গৈছে,positive
5023,"প্ৰেম কেতিয়াও আতৰি নাযায়, প্ৰেম থাকি যায় এতিয়া, কেতিয়াবা মই অনুভৱ কৰো যে মই তেওক বহু আগতেই হেৰুৱাইছো",positive
5024,"কবলৈ একো নাই এক কথাত কবলৈ গলে, মহান ভাই",positive
5025,"মই এটা বস্তু ভাল পাও, মই ইয়াক সকলো নাটকত দেখা নাপাও, এই নাটকখনে কয় যে প্ৰাৰ্থনা পৰিধান কৰাটো ভাল",positive
5026,লিঅৰাই নাটক কৰে,negative
5027,"প্ৰাৰ্থনাৰ নিৰ্দেশনাৰ শেষত, নিশো ভাই সদায় শ্ৰেষ্ঠ",positive
5028,এইখন এখন সুন্দৰ নাটক এনে এখন ধুনীয়া নাটকৰ বাবে আৰিয়ান ভাইক ধন্যবাদ,positive
5029,অসাধাৰণ,positive
5030,শুনিবলৈ বৰ ভাল লাগিছে,positive
5031,মোৰ বৰ ভাল লাগেমই ইয়াৰ nd অশটো বিচাৰো,positive
5032,বেকগ্ৰাউণ্ড মিউজিকটো বৰ ভাল আছিল,positive
5033,"মই দেখিলো অসভ্যতা বোলেবালা নাটক নাচাও,আজি কিয় পাহৰিলো নাজানোলেতেৰা, অভদ্ৰ, অসাৰ সলাপহৰমজাদাৰ গুষ্টিইয়াতকৈ ইৰাজী চিনেমা ভালভাষা",negative
